Geo Point;Geo Shape;gares_id;nom_long;nom;nom_sous;nom_sur;id_ref_lda;nom_lda;id_ref_zdl;nom_zdl;num_mod;mode;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;indice_lig;res_com;exploitant;idf;principal;x;y;picto ligne;nom_iv
48.87842525670785,2.337595082820351;"{""coordinates"": [2.337595082820351, 48.87842525670785], ""type"": ""Point""}";766.0;Saint-Georges;Saint-Georges;;;71366.0;Saint-Georges;44867.0;Saint-Georges;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;C01382;METRO 12;12;METRO 12;RATP;1.0;0.0;651417.8007000014;6864470.948199999;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Saint-Georges
48.84881637154946,2.32125786290546;"{""coordinates"": [2.32125786290546, 48.84881637154946], ""type"": ""Point""}";871.0;Vaneau;Vaneau;;;71170.0;Vaneau;45116.0;Vaneau;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;C01380;METRO 10;10;METRO 10;RATP;1.0;0.0;650191.3228999972;6861188.864100002;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Vaneau
48.93075700241566,2.284174448283296;"{""coordinates"": [2.284174448283296, 48.93075700241566], ""type"": ""Point""}";1008.0;Les Courtilles;Les Courtilles;;;72286.0;Asnières - Gennevilliers Les Courtilles;42231.0;Asnières - Gennevilliers Les Courtilles;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;METRO 13;0;0;0;A01546;C01383;METRO 13;13;METRO 13;RATP;1.0;1.0;647552.673299998;6870324.184799999;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Les Courtilles
48.83267687095699,2.2880694575972416;"{""coordinates"": [2.288069457597242, 48.83267687095699], ""type"": ""Point""}";999.0;Porte de Versailles;Porte de Versailles;Parc des Expositions de Paris;;71045.0;Porte de Versailles;49515.0;Porte de Versailles;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01193;C01391;TRAM 3a;3A;TRAM 3a;RATP;1.0;0.0;647739.7159999982;6859415.7773;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614;Porte de Versailles
48.840001388627265,2.379554011203435;"{""coordinates"": [2.379554011203435, 48.840001388627265], ""type"": ""Point""}";66.0;Bercy;Bercy;;;71607.0;Gare de Bercy;58728.0;Bercy;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01547;C01384;METRO 14;14;METRO 14;RATP;1.0;0.0;654461.5219999999;6860173.5295;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5;Bercy
48.8753549567627,2.3248182850615544;"{""coordinates"": [2.324818285061554, 48.8753549567627], ""type"": ""Point""}";770.0;Saint-Lazare;Saint-Lazare;;;71370.0;Gare Saint-Lazare;462374.0;Saint-Lazare;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;C01383;METRO 13;13;METRO 13;RATP;1.0;1.0;650477.8263000026;6864137.4892;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Saint-Lazare
48.84232743681338,2.3209848356292975;"{""coordinates"": [2.320984835629297, 48.84232743681338], ""type"": ""Point""}";563.0;Montparnasse-Bienvenüe;Montparnasse-Bienvenüe;;;71139.0;Gare Montparnasse;58578.0;Montparnasse Bienvenue;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;C01383;METRO 13;13;METRO 13;RATP;1.0;1.0;650165.0830999985;6860467.533;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Montparnasse-Bienvenüe
48.835930878273814,2.278161671278975;"{""coordinates"": [2.278161671278975, 48.835930878273814], ""type"": ""Point""}";47.0;Balard;Balard;;;71073.0;Balard;463354.0;Balard;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;METRO 8;0;0;0;A01541;C01378;METRO 8;8;METRO 8;RATP;1.0;0.0;647015.7484000027;6859784.1873;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Balard
48.85468215596693,2.3060974037042845;"{""coordinates"": [2.306097403704285, 48.85468215596693], ""type"": ""Point""}";248.0;École Militaire;École Militaire;;;71224.0;École Militaire;42885.0;École Militaire;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;C01378;METRO 8;8;METRO 8;RATP;1.0;0.0;649084.5508000031;6861850.751899999;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;École Militaire
48.857420036626344,2.368108290701384;"{""coordinates"": [2.368108290701384, 48.857420036626344], ""type"": ""Point""}";180.0;Chemin Vert;Chemin Vert;;;73622.0;Chemin Vert;45097.0;Chemin Vert;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;C01378;METRO 8;8;METRO 8;RATP;1.0;0.0;653636.9649000019;6862116.982299998;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Chemin Vert
48.865335316340186,2.4166972728577103;"{""coordinates"": [2.41669727285771, 48.865335316340186], ""type"": ""Point""}";300.0;Gallieni;Gallieni;Parc de Bagnolet;;71817.0;Gallieni;47890.0;Gallieni;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;METRO 3;0;0;0;A01536;C01373;METRO 3;3;METRO 3;RATP;1.0;0.0;657208.4602999985;6862969.669399999;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Gallieni
48.891228592275894,2.402352142536798;"{""coordinates"": [2.402352142536798, 48.891228592275894], ""type"": ""Point""}";348.0;Hoche;Hoche;;;72004.0;Hoche;43364.0;Hoche;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;C01375;METRO 5;5;METRO 5;RATP;1.0;0.0;656177.9025000036;6865856.7161;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Hoche
48.85745183172161,2.3510084613948243;"{""coordinates"": [2.351008461394824, 48.85745183172161], ""type"": ""Point""}";353.0;Hôtel de Ville;Hôtel de Ville;;;415852.0;Hôtel de Ville de Paris - 4ème Arrondissement;470524.0;Hôtel de Ville;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01544;C01381;METRO 11;11;METRO 11;RATP;1.0;0.0;652382.376500003;6862130.693700001;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94;Hôtel de Ville
48.88579310431026,2.2925823141029125;"{""coordinates"": [2.292582314102912, 48.88579310431026], ""type"": ""Point""}";685.0;Porte de Champerret;Porte de Champerret;;;71450.0;Porte de Champerret;44511.0;Porte de Champerret;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;C01373;METRO 3;3;METRO 3;RATP;1.0;0.0;648123.8928999975;6865318.8374999985;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Porte de Champerret
48.85167224469909,2.3312562913700132;"{""coordinates"": [2.331256291370013, 48.85167224469909], ""type"": ""Point""}";781.0;Saint-Sulpice;Saint-Sulpice;;;71202.0;Saint-Sulpice;45120.0;Saint-Sulpice;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;C01374;METRO 4;4;METRO 4;RATP;1.0;0.0;650927.7172999978;6861500.149300002;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Saint-Sulpice
48.826426009954794,2.3572456507586854;"{""coordinates"": [2.357245650758685, 48.826426009954794], ""type"": ""Point""}";855.0;Tolbiac;Tolbiac;;;71001.0;Tolbiac;43411.0;Tolbiac;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;C01377;METRO 7;7;METRO 7;RATP;1.0;0.0;652811.9179999977;6858677.193500001;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Tolbiac
48.85301676700393,2.3355020530903254;"{""coordinates"": [2.335502053090325, 48.85301676700393], ""type"": ""Point""}";486.0;Mabillon;Mabillon;;;73639.0;Mabillon;59379.0;Mabillon;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;C01380;METRO 10;10;METRO 10;RATP;1.0;0.0;651240.5212000012;6861647.0174;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Mabillon
48.824105029768084,2.273041525142414;"{""coordinates"": [2.273041525142414, 48.824105029768084], ""type"": ""Point""}";495.0;Mairie d'Issy;Mairie d'Issy;;;70671.0;Mairie d'Issy;44050.0;Mairie d'Issy;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;METRO 12;0;0;0;A01545;C01382;METRO 12;12;METRO 12;RATP;1.0;0.0;646627.8251999989;6858472.746800002;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Mairie d'Issy
48.83316292858302,2.401448054218979;"{""coordinates"": [2.401448054218979, 48.83316292858302], ""type"": ""Point""}";686.0;Porte de Charenton;Porte de Charenton;;;71579.0;Porte de Charenton;44512.0;Porte de Charenton;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;C01378;METRO 8;8;METRO 8;RATP;1.0;0.0;656062.6699000001;6859400.7586;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Porte de Charenton
48.9065332875501,2.450004663029332;"{""coordinates"": [2.450004663029332, 48.9065332875501], ""type"": ""Point""}";78.0;Bobigny Pablo Picasso;Bobigny Pablo Picasso;Préfecture - Hôtel du Département;;72486.0;Bobigny Pablo Picasso;42345.0;Bobigny Pablo Picasso;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01191;C01389;TRAM 1;1;TRAM 1;RATP;1.0;0.0;659683.7841000035;6867533.1543000005;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Bobigny Pablo Picasso
48.86343374104392,2.4088324651439734;"{""coordinates"": [2.408832465143973, 48.86343374104392], ""type"": ""Point""}";1095.0;Porte de Bagnolet;Porte de Bagnolet;;;71799.0;Porte de Bagnolet;44510.0;Porte de Bagnolet;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01757;C01679;TRAM 3b;3B;TRAM 3b;RATP;1.0;0.0;656629.9196000025;6862762.519000001;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987;Porte de Bagnolet
48.89767181856405,2.329830334493886;"{""coordinates"": [2.329830334493886, 48.89767181856405], ""type"": ""Point""}";1211.0;Porte de Saint-Ouen;Porte de Saint-Ouen;;;72078.0;Porte de Saint-Ouen;44525.0;Porte de Saint-Ouen;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01757;C01679;TRAM 3b;3B;TRAM 3b;RATP;1.0;0.0;650866.4949000031;6866615.859099999;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987;Porte de Saint-Ouen
48.84118692022234,2.32050922752816;"{""coordinates"": [2.32050922752816, 48.84118692022234], ""type"": ""Point""}";561.0;Montparnasse;Montparnasse;;;71139.0;Gare Montparnasse;58578.0;Montparnasse Bienvenue;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;TRAIN N;0;0;0;0;0;A01847;C01736;TRAIN N;N;TRAIN N;SNCF;1.0;1.0;650129.0864000022;6860341.019900002;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;Montparnasse
48.84226538555447,2.365338652974602;"{""coordinates"": [2.365338652974602, 48.84226538555447], ""type"": ""Point""}";312.0;Gare d'Austerlitz;Gare d'Austerlitz;;;71135.0;Gare d'Austerlitz;462352.0;Gare d'Austerlitz;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;C01375;METRO 5;5;METRO 5;RATP;1.0;1.0;653420.2119999975;6860433.555100001;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Gare d'Austerlitz
48.8406632283787,2.3263846107928465;"{""coordinates"": [2.326384610792847, 48.8406632283787], ""type"": ""Point""}";250.0;Edgar Quinet;Edgar Quinet;;;71108.0;Edgar Quinet;45313.0;Edgar Quinet;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;C01376;METRO 6;6;METRO 6;RATP;1.0;0.0;650559.8002000004;6860279.0962000005;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Edgar Quinet
48.91311992183441,2.3345718188870426;"{""coordinates"": [2.334571818887043, 48.91311992183441], ""type"": ""Point""}";1229.0;Mairie de Saint-Ouen;Mairie de Saint-Ouen;Région Île-de-France;;72168.0;Mairie de Saint-Ouen;43969.0;Mairie de Saint-Ouen;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;METRO 14;0;0;0;A01547;C01384;METRO 14;14;METRO 14;RATP;1.0;0.0;651228.5848999992;6868330.6864;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5;Mairie de Saint-Ouen
48.819453686072855,2.36519093257928;"{""coordinates"": [2.36519093257928, 48.819453686072855], ""type"": ""Point""}";1230.0;Porte de Choisy;Porte de Choisy;;;70604.0;Porte de Choisy;44513.0;Porte de Choisy;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;TRAM 9;0;0;A02371;C02317;TRAM 9;9;TRAM 9;KEOLIS;1.0;0.0;653388.9790000021;6857897.2355;;Porte de Choisy
48.92664020108082,2.5191037638293032;"{""coordinates"": [2.519103763829303, 48.92664020108082], ""type"": ""Point""}";295.0;Freinville-Sevran;Freinville-Sevran;;;73411.0;Freinville Sevran;47933.0;Freinville Sevran;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01761;C01843;TRAM 4;4;TRAM 4;SNCF;1.0;0.0;664762.4937999994;6869735.959399998;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/7906e64f9ef97531ad26719b8713713e;Freinville-Sevran
48.938597774289306,2.355902810417396;"{""coordinates"": [2.355902810417396, 48.938597774289306], ""type"": ""Point""}";514.0;Marché de Saint-Denis;Marché de Saint-Denis;;;72333.0;Marché de Saint-Denis;44095.0;Marché de Saint-Denis;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01191;C01389;TRAM 1;1;TRAM 1;RATP;1.0;0.0;652815.0781000033;6871150.817200001;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Marché de Saint-Denis
48.82150891647527,2.333339832857645;"{""coordinates"": [2.333339832857645, 48.82150891647527], ""type"": ""Point""}";987.0;Montsouris;Montsouris;;;70620.0;Montsouris;45329.0;Montsouris;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01193;C01391;TRAM 3a;3A;TRAM 3a;RATP;1.0;0.0;651052.2872999981;6858145.024500001;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614;Montsouris
48.82867193862639,2.3008518261326745;"{""coordinates"": [2.300851826132674, 48.82867193862639], ""type"": ""Point""}";982.0;Brancion;Brancion;;;71007.0;Brancion;42387.0;Brancion;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01193;C01391;TRAM 3a;3A;TRAM 3a;RATP;1.0;0.0;648674.0565000027;6858962.092700001;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614;Brancion
48.92437514251644,2.402073414361554;"{""coordinates"": [2.402073414361554, 48.92437514251644], ""type"": ""Point""}";807.0;Stade Géo André;Stade Géo André;;;73697.0;Stade Géo André;46119.0;Stade Géo André;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01191;C01389;TRAM 1;1;TRAM 1;RATP;1.0;0.0;656185.3757999986;6869542.667800002;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Stade Géo André
48.93093418206594,2.515049662417906;"{""coordinates"": [2.515049662417906, 48.93093418206594], ""type"": ""Point""}";994.0;Rougemont-Chanteloup;Rougemont-Chanteloup;;;411284.0;Rougemont Chanteloup;411283.0;Rougemont Chanteloup;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01761;C01843;TRAM 4;4;TRAM 4;SNCF;1.0;0.0;664468.3672000021;6870215.267900001;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/7906e64f9ef97531ad26719b8713713e;Rougemont-Chanteloup
48.94780764867852,2.339180923415564;"{""coordinates"": [2.339180923415564, 48.94780764867852], ""type"": ""Point""}";1188.0;Blumenthal;Blumenthal;;;72364.0;Blumenthal;59325.0;Blumenthal;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A02150;C01795;TRAM 8;8;TRAM 8;RATP;1.0;0.0;651598.6744000018;6872185.0766;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b865807abbd35de8ec5a834f5886d3de;Blumenthal
48.94993773473648,2.3288321713539437;"{""coordinates"": [2.328832171353944, 48.94993773473648], ""type"": ""Point""}";1189.0;Les Mobiles;Les Mobiles;;;72367.0;Les Mobiles;47362.0;Les Mobiles;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A02150;C01795;TRAM 8;8;TRAM 8;RATP;1.0;0.0;650842.7172999978;6872428.336100001;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b865807abbd35de8ec5a834f5886d3de;Les Mobiles
48.955504476198016,2.295591694903069;"{""coordinates"": [2.295591694903069, 48.955504476198016], ""type"": ""Point""}";1195.0;Épinay-Orgemont;Épinay-Orgemont;;;72382.0;Epinay - Orgemont;50483.0;Epinay - Orgemont;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;TRAM 8;0;0;A02150;C01795;TRAM 8;8;TRAM 8;RATP;1.0;0.0;648413.7230999991;6873068.5658;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b865807abbd35de8ec5a834f5886d3de;Épinay-Orgemont
48.93181399602318,2.288656005959213;"{""coordinates"": [2.288656005959213, 48.93181399602318], ""type"": ""Point""}";1082.0;Le Luth;Le Luth;;;72300.0;Le Luth;46452.0;Le Luth;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01191;C01389;TRAM 1;1;TRAM 1;RATP;1.0;0.0;647882.079400003;6870438.7531;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Le Luth
48.93279020710806,2.3012912924944113;"{""coordinates"": [2.301291292494411, 48.93279020710806], ""type"": ""Point""}";1084.0;Timbaud;Timbaud;;;72314.0;Timbaud;46450.0;Timbaud;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01191;C01389;TRAM 1;1;TRAM 1;RATP;1.0;0.0;648808.7629999965;6870539.0405;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Timbaud
48.914047679747185,2.2295716132875087;"{""coordinates"": [2.229571613287509, 48.914047679747185], ""type"": ""Point""}";1090.0;Victor Basch;Victor Basch;;;70972.0;Victor Basch;58494.0;Victor Basch;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01192;C01390;TRAM 2;2;TRAM 2;RATP;1.0;0.0;643534.0094000027;6868503.819200002;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886;Victor Basch
48.82557022770353,2.3811655919619104;"{""coordinates"": [2.38116559196191, 48.82557022770353], ""type"": ""Point""}";1104.0;Avenue de France;Avenue de France;;;427076.0;Avenue de France;45305.0;Avenue de France;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01193;C01391;TRAM 3a;3A;TRAM 3a;RATP;1.0;0.0;654567.2282000035;6858568.011700001;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614;Avenue de France
48.87947036815123,2.4012217612784514;"{""coordinates"": [2.401221761278451, 48.87947036815123], ""type"": ""Point""}";1106.0;Hôpital Robert Debré;Hôpital Robert Debré;;;71914.0;Hôpital Robert Debré;45616.0;Hôpital Robert Debré;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01757;C01679;TRAM 3b;3B;TRAM 3b;RATP;1.0;0.0;656085.1049999967;6864549.8917;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987;Hôpital Robert Debré
48.893880281609206,2.3977388506469794;"{""coordinates"": [2.397738850646979, 48.893880281609206], ""type"": ""Point""}";1108.0;Delphine Seyrig;Delphine Seyrig;;;73800.0;Delphine Seyrig;58500.0;Delphine Seyrig;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01757;C01679;TRAM 3b;3B;TRAM 3b;RATP;1.0;0.0;655841.8916999996;6866154.141899999;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987;Delphine Seyrig
48.89849110063615,2.3636513821811374;"{""coordinates"": [2.363651382181137, 48.89849110063615], ""type"": ""Point""}";1114.0;Colette Besson;Colette Besson;;;72066.0;Colette Besson;45538.0;Colette Besson;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01757;C01679;TRAM 3b;3B;TRAM 3b;RATP;1.0;0.0;653346.7648999989;6866686.445900001;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987;Colette Besson
48.95557634708741,2.358322856150864;"{""coordinates"": [2.358322856150864, 48.95557634708741], ""type"": ""Point""}";1128.0;Joncherolles;Joncherolles;;;73922.0;Joncherolles;58638.0;Joncherolles;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01760;C01684;TRAM 5;5;TRAM 5;RATP;1.0;0.0;653007.7036999986;6873037.400400002;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b80fe7750c20d7588ef571595791b3a3;Joncherolles
48.94820812755875,2.3574615262620195;"{""coordinates"": [2.35746152626202, 48.94820812755875], ""type"": ""Point""}";1130.0;Guynemer;Guynemer;Stade Auguste Delaune;;72365.0;Guynemer;50685.0;Guynemer;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01760;C01684;TRAM 5;5;TRAM 5;RATP;1.0;0.0;652937.9593999982;6872218.559700001;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b80fe7750c20d7588ef571595791b3a3;Guynemer
48.944818931744116,2.357006355105468;"{""coordinates"": [2.357006355105468, 48.944818931744116], ""type"": ""Point""}";1131.0;Roger Sémat;Roger Sémat;;;72355.0;Roger Semât;50681.0;Roger Semât;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01760;C01684;TRAM 5;5;TRAM 5;RATP;1.0;0.0;652901.5525999963;6871841.9509;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b80fe7750c20d7588ef571595791b3a3;Roger Sémat
48.94212545418621,2.356729741525478;"{""coordinates"": [2.356729741525478, 48.94212545418621], ""type"": ""Point""}";1132.0;Baudelaire;Baudelaire;;;73921.0;Baudelaire;58637.0;Baudelaire;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01760;C01684;TRAM 5;5;TRAM 5;RATP;1.0;0.0;652878.8514000028;6871542.6008;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b80fe7750c20d7588ef571595791b3a3;Baudelaire
48.714512724369065,2.3717471434643644;"{""coordinates"": [2.371747143464364, 48.714512724369065], ""type"": ""Point""}";1135.0;Porte de l'Essonne;Porte de l'Essonne;;;74009.0;Porte de L'Essonne;58786.0;Porte de L'Essonne;0.0;TRAM;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;TRAM 7;0;0;A02134;C01774;TRAM 7;7;TRAM 7;RATP;1.0;0.0;653777.5266999975;6846225.768199999;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0;Porte de l'Essonne
