id;name;ligne;terminus;lat;long;links
25;Miromesnil;13;0;48.87376998777536;2.314456036188807;"51;15"
52;Montparnasse-Bienvenüe;13;0;48.84232743681338;2.320984835629297;"78;340"
99;Pernety;13;0;48.833936391729935;2.31807828549193;"340;102"
267;Place de Clichy;13;0;48.883804527120695;2.327243411950875;"260;263"
102;Plaisance;13;0;48.831825648665415;2.314122323470855;"99;362"
316;Porte de Clichy;13;0;48.89425226132582;2.313772158769624;"264;244"
192;Porte de Saint-Ouen;13;0;48.8973747946088;2.328942812779893;"295;84"
362;Porte de Vanves;13;0;48.82779554257448;2.3055346696538948;"102;128"
200;Saint-Denis - Porte de Paris;13;0;48.92993588875802;2.3560357941727967;"114;13"
283;Saint-Denis - Université;13;1;48.94584565684514;2.364541763486513;114
115;Saint-François-Xavier;13;0;48.85144170472092;2.314408121496152;"288;78"
51;Saint-Lazare;13;0;48.8753549567627;2.3248182850615544;"263;25"
288;Varenne;13;0;48.85687137832836;2.315056637317088;"229;115"
157;Bastille;5;0;48.85343696138083;2.3687365726261693;"318;305"
235;Bobigny Pablo Picasso;5;1;48.9063747693493;2.449189904488852;294
294;Bobigny-Pantin - Raymond Queneau;5;0;48.89545467212544;2.4253268888024677;"235;161"
318;Bréguet-Sabin;5;0;48.85614070842842;2.370209338414258;"110;157"
331;Campo Formio;5;0;48.83549535446175;2.358823489097101;"369;269"
65;Gare d'Austerlitz;5;0;48.84226538555447;2.365338652974602;"305;369"
206;Gare de l'Est;5;0;48.87612635202814;2.358047505360746;"150;254"
150;Gare du Nord;5;0;48.87985014159128;2.3574593465887164;"273;206"
57;Hoche;5;0;48.89122859227589;2.402352142536798;"161;108"
